date,GMX,GMVX,GMX_full,GMVX_full,position_combined
2010-01-29,-1.6488206608710088,0.4636114053260757,-1.691455433605322,0.3515632080999181,1.0
2010-02-05,-2.3825919471896717,-0.5272337536076435,-2.39880589889001,-0.5728195895447719,0.0
2010-02-12,-2.698392673516904,-0.8219033249336797,-2.73497299513152,-0.8884300794856489,0.0
2010-02-19,-2.968581596386864,-1.1851437284437227,-3.1062696388927935,-1.2862491631288404,0.0
2010-02-26,-2.861839912472298,-1.1141976607238098,-3.0617966051377046,-1.2196642754703535,0.0
2010-03-05,-2.3821620399570684,-0.4911748794074937,-2.791399277610225,-0.5979575770054787,0.0
2010-03-12,-2.200730327883215,-0.41612990298813335,-2.6991032029490767,-0.5245927511015432,0.0
2010-03-19,-1.8564695426498878,-0.3797466449120892,-2.390354374790326,-0.463954085157588,0.0
2010-03-26,-1.7170839521083971,-0.4659184289293462,-2.207920972322144,-0.5298262137672913,0.0
2010-04-02,-1.3760319041117195,-0.6691993181887632,-1.8475090647542463,-0.687211121583786,0.0
2010-04-09,-1.272458540030414,-0.742293040268577,-1.7402338346521808,-0.7428890302844329,0.0
2010-04-16,-0.8110902923846484,-0.5674549535496469,-1.3235882669541352,-0.4739112268257868,0.0
2010-04-23,0.0905066523425142,0.22521290178958608,-0.6907521005940486,0.4721513373585579,1.0
2010-04-30,-0.10494828140501941,0.4124370160450639,-0.6923228799485242,0.7055911659417586,1.0
2010-05-07,0.49666246642821943,0.8795634658771161,-0.18332662000198574,1.3316310418431325,1.0
2010-05-14,0.26912574546753104,0.7856755878326669,-0.23099450319298195,1.2394024941457231,1.0
2010-05-21,0.039127261929013085,0.3978972045006651,-0.41561255431312955,0.7715684135265052,1.0
2010-05-28,-0.09025856795927675,0.06622065681658562,-0.4457654018759059,0.41681640816375487,1.0
2010-06-04,-1.0053859077697032,-0.7120625335055325,-0.9679131761445905,-0.5279355980948512,0.0
2010-06-11,-0.7429712803676726,-0.45311366804845293,-1.012759710218929,-0.307476210855171,0.0
2010-06-18,-1.2696502367654916,-0.7193132679396894,-1.3762644320781152,-0.6773946172492323,0.0
2010-06-25,-1.1199205375396069,-0.38326106468708243,-1.5695435440269372,-0.4577502439360087,0.0
2010-07-02,-0.9980219502473893,-0.06197747985306101,-1.5766079127221952,-0.11674548845972285,0.0
2010-07-09,-1.2356417254998417,-0.2564248846082299,-1.5711813539168964,-0.24834084963463235,0.0
2010-07-16,-0.790884792427073,0.04723482628190323,-1.4156699986241454,0.06786755413678737,1.0
2010-07-23,-0.6340166865557896,-0.062166520181152374,-1.1015546018780527,0.09521252193408207,0.0
