date,GMX_roll,GMVX_roll,position,close,equity_no_cost,equity_default,bench_equity
2013-01-18,5.30606870731197,0.46788458492519625,0.0,2595.439,1.0854178554843201,1.063375448727515,0.999964939723295
2013-01-25,4.9041162451455875,-0.7023559706866378,0.0,2571.674,1.08579357704968,1.0637435402289976,0.9908088136141766
2013-02-01,5.146865709652257,-0.8728889953588919,0.0,2743.324,1.0861694286725048,1.064111759146769,1.056941742149004
2013-02-08,5.5299758484237085,-0.8140582178020193,0.0,2771.725,1.0865454103978145,1.064480105524935,1.0678840159813234
2013-02-15,5.410591623568841,-1.1785074676671785,0.0,2771.725,1.0869215222706445,1.0648485794076168,1.0678840159813234
2013-02-22,4.877756970972455,-1.7333775791985884,0.0,2596.604,1.0872977643360457,1.0652171808389501,1.0004137883206914
2013-03-01,4.369147542955634,-2.12870280298538,0.0,2668.836,1.087674136639085,1.0655859098630867,1.0282431719147935
2013-03-08,3.9145861585018724,-2.672133224430172,0.0,2606.927,1.0880506392248446,1.065954766524193,1.0043910106991651
2013-03-15,3.0475489797623125,-3.03936136485237,0.0,2539.873,1.0884272721384223,1.0663237508664514,0.9785565953774389
2013-03-22,3.6641223097880777,-1.9992468901950409,0.0,2618.308,1.0888040354249318,1.0666928629340588,1.0087758569540726
2013-03-29,2.739987186215778,-2.33935949799529,0.0,2495.083,1.0891809291295018,1.0670621027712281,0.961300004238057
2013-04-05,2.1420228926103464,-2.315945965438099,0.0,2483.547,1.0895579532972772,1.0674314704221874,0.9568554399294187
2013-04-12,1.9565230231400115,-1.709466185591812,0.0,2462.112,1.0899351079734185,1.0678009659311796,0.948597011015093
2013-04-19,1.511223927526479,-1.6491348455457548,0.0,2533.827,1.0903123932031016,1.0681705893424633,0.9762272060041706
2013-04-26,1.4412410979198715,-1.4570189255116963,0.0,2447.306,1.090689809031518,1.0685403407003127,0.942892588411617
2013-05-03,1.793255877811608,-0.5807646990250723,0.0,2492.912,1.091067355503875,1.0689102200490166,0.9604635662080593
2013-05-10,2.099347385826145,-0.16897600612757285,0.0,2540.836,1.0914450326653955,1.0692802274328796,0.978927617866102
2013-05-17,2.2788761672387374,-0.02304054903766617,0.0,2592.048,1.091822840561318,1.0696503628962217,0.9986584628187707
2013-05-24,2.804659129706826,0.3701700148718831,1.0,2597.228,1.0922007792368968,1.070020626483378,1.0006542016466786
2013-05-31,2.8554364237899077,0.22880149657926457,1.0,2606.426,1.097442540478622,1.0745139269129467,1.0041979865383963
2013-06-07,2.272449473761249,-0.5128563359242482,0.0,2484.16,1.0312195599384297,1.0096745278122994,0.9570916151999798
2013-06-14,1.4886524755851323,-1.3564440295910183,0.0,2416.771,1.0315765205553313,1.0094182258167779,0.9311281318266419
2013-06-21,0.6926396682664919,-1.9635379803152762,0.0,2317.394,1.0319336047355234,1.009767639818022,0.8928403832743229
2013-06-28,0.06670586409419399,-2.687020861277234,0.0,2200.639,1.032290812521778,1.0101171747702666,0.8478572777043623
2013-07-05,0.32608750984408075,-2.193421914079268,0.0,2226.849,1.0326481439568815,1.0104668307153792,0.8579554079513638
2013-07-12,1.038394470351939,-1.3776999556451948,0.0,2275.373,1.0330055990836358,1.0108166076952423,0.8766506262690099
