单边成本(bp),label,n_weeks,n_years,ann_ret,ann_vol,sharpe,max_dd,calmar,final_equity,annual_turnover,win_rate,bench_ann_ret,bench_sharpe,bench_mdd,bench_final
0.0,成本0.0bp,897,17.25,0.014147869054070172,0.16870126092497345,-0.022834037664027806,-0.46660247741035177,0.030321032868472927,1.2742279357590676,2.8405797101449277,0.6978818283166109,0.03630749274044209,0.08866241518267154,-0.456026195482254,1.850031014860166
5.0,成本5.0bp,897,17.25,0.012704546151889762,0.16872630589740445,-0.03138487398242563,-0.46660247741035243,0.027227772605066515,1.243304778513363,2.8405797101449277,0.6711259754738016,0.03630749274044209,0.08866241518267154,-0.456026195482254,1.850031014860166
10.0,成本10.0bp,897,17.25,0.01126255468354076,0.16875532989743336,-0.03992434088187997,-0.4666024774103512,0.024137365806645647,1.2131171143722614,2.8405797101449277,0.6711259754738016,0.03630749274044209,0.08866241518267154,-0.456026195482254,1.850031014860166
20.0,成本20.0bp,897,17.25,0.00838256380385971,0.16882530649017455,-0.05696679245596401,-0.466602477410352,0.017965107794504255,1.1548801071095,2.8405797101449277,0.6711259754738016,0.03630749274044209,0.08866241518267154,-0.456026195482254,1.850031014860166
