datetime,long_only,long_short,benchmark
2006-10-12 15:00:00,1.131525099359215,1.131525099359215,1.5402974272371652
2006-10-13 15:00:00,1.1194547387591254,1.1194547387591254,1.5238665540831613
2006-10-16 15:00:00,1.1155114589196624,1.1155114589196624,1.5184987334355764
2006-10-17 15:00:00,1.1320820955484168,1.1320820955484168,1.541055642673742
2006-10-18 15:00:00,1.1346265554127253,1.1346265554127253,1.544519308645378
2006-10-19 15:00:00,1.1327593522784694,1.1327593522784694,1.5419775637159439
2006-10-20 15:00:00,1.1117517346425503,1.1117517346425503,1.5133807792386818
2006-10-23 15:00:00,1.1437600270152053,1.1437600270152053,1.5569523185883396
2006-10-24 15:00:00,1.142405513555101,1.142405513555101,1.5551084765039365
2006-10-25 15:00:00,1.1622295142889663,1.1622295142889663,1.5820940531784726
2006-10-26 15:00:00,1.1420763794433,1.1420763794433,1.5546604401095956
2006-10-27 15:00:00,1.1465703259698148,1.1465703259698148,1.560777860109251
2006-10-30 15:00:00,1.1637929013200212,1.1637929013200212,1.5842222260515921
2006-10-31 15:00:00,1.1753379132416593,1.1753379132416593,1.5999379641915519
2006-11-01 15:00:00,1.1718440280548479,1.1718440280548479,1.5951818855439326
2006-11-02 15:00:00,1.1729770089397016,1.1729770089397016,1.5967241646706063
2006-11-03 15:00:00,1.195978419752877,1.195978419752877,1.6280350157674337
2006-11-06 15:00:00,1.1936491629616695,1.1936491629616695,1.6248642966690208
2006-11-07 15:00:00,1.1778887026081177,1.1778887026081177,1.6034102462476942
2006-11-08 15:00:00,1.2006622513438927,1.2006622513438927,1.634410918302286
2006-11-09 15:00:00,1.1891235689244049,1.1891235689244049,1.6187037962468327
2006-11-10 15:00:00,1.182458603160433,1.182458603160433,1.6096310592614285
2006-11-13 15:00:00,1.195351799040025,1.195351799040025,1.6271820234012846
2006-11-14 15:00:00,1.2221825586539632,1.2221825586539632,1.663705605624579
2006-11-15 15:00:00,1.2245308039516207,1.2245308039516207,1.6669021729765114
2006-11-16 15:00:00,1.2516780386730597,1.2516780386730597,1.7038565594251336
2006-11-17 15:00:00,1.2741730893142336,1.2741730893142336,1.7344781237614366
2006-11-20 15:00:00,1.2857117717337214,1.2857117717337214,1.7501852458168896
2006-11-21 15:00:00,1.29443382569645,1.29443382569645,1.7620582102669249
2006-11-22 15:00:00,1.298478377570313,1.298478377570313,1.7675638882666145
2006-11-23 15:00:00,1.2926045995750939,1.2926045995750939,1.75956816184453
2006-11-24 15:00:00,1.2927248601159445,1.2927248601159445,1.7597318674501548
2006-11-27 15:00:00,1.2696918017920187,1.2696918017920187,1.7283779359307943
2006-11-28 15:00:00,1.3030989141398284,1.3030989141398284,1.7738536299564014
2006-11-29 15:00:00,1.333176708356727,1.333176708356727,1.8147972635315595
2006-11-30 15:00:00,1.331613321325672,1.331613321325672,1.81266909065844
2006-12-01 15:00:00,1.3718309779869042,1.3718309779869042,1.8674156916131022
2006-12-04 15:00:00,1.376907238711221,1.376907238711221,1.8743257913873608
2006-12-05 15:00:00,1.3624823033113236,1.3624823033113236,1.8546897347969178
2006-12-06 15:00:00,1.3503043411746833,1.3503043411746833,1.8381123882063022
2006-12-07 15:00:00,1.319739175292233,1.319739175292233,1.796505316124139
2006-12-08 15:00:00,1.3859647562879005,1.3859647562879005,1.8866554083162432
2006-12-11 15:00:00,1.4079534467570725,1.4079534467570725,1.9165876858920214
2006-12-12 15:00:00,1.4089471785946257,1.4089471785946257,1.9179404111595508
2006-12-13 15:00:00,1.4274546428812862,1.4274546428812862,1.9431338422567228
2006-12-14 15:00:00,1.4414048656199323,1.4414048656199323,1.9621236925091745
2006-12-15 15:00:00,1.482483334573567,1.482483334573567,2.0180420809567283
2006-12-18 15:00:00,1.4913952736007967,1.4913952736007967,2.030173527941961
2006-12-19 15:00:00,1.5016490670838303,1.5016490670838303,2.0441315848425825
2006-12-20 15:00:00,1.4774766983729009,1.4774766983729009,2.0112267581120418
2006-12-21 15:00:00,1.4875152887828338,1.4875152887828338,2.024891868139441
2006-12-22 15:00:00,1.543037681642816,1.543037681642816,2.1004721614309574
2006-12-25 15:00:00,1.5684886097880497,1.5684886097880497,2.1351174372318225
2006-12-26 15:00:00,1.607028948379526,1.607028948379526,2.1875807757922465
2006-12-27 15:00:00,1.6364421448706725,1.6364421448706725,2.227619720494216
2006-12-28 15:00:00,1.726808447066519,1.726808447066519,2.3506315589943276
2006-12-29 15:00:00,1.6890782847502452,1.6890782847502452,2.2992710792507425
2007-01-04 15:00:00,1.6590068200354966,1.6590068200354966,2.258336061760091
2007-01-05 15:00:00,1.7159596803813835,1.7159596803813835,2.3358635901500895
2007-01-08 15:00:00,1.7963823346995476,1.7963823346995476,2.4453395598904004
2007-01-09 15:00:00,1.7845208476704084,1.7845208476704084,2.4291930175251126
2007-01-10 15:00:00,1.7376508842495049,1.7376508842495049,2.3653909117540595
2007-01-11 15:00:00,1.6836918784205777,1.6836918784205777,2.2919387913356624
2007-01-12 15:00:00,1.7840714530177568,1.7840714530177568,2.4285812755251466
2007-01-15 15:00:00,1.782287381564739,1.7743383750176007,2.436973341834533
2007-01-16 15:00:00,1.782287381564739,1.8166580139578805,2.3788492357533007
2007-01-17 15:00:00,1.782287381564739,1.816032927895431,2.3796677637814234
2007-01-18 15:00:00,1.782287381564739,1.752903215485726,2.4623907911288754
2007-01-19 15:00:00,1.782287381564739,1.687403185959948,2.5544019575743957
2007-01-22 15:00:00,1.782287381564739,1.6926793624012786,2.5464148472368175
2007-01-23 15:00:00,1.782287381564739,1.6977881793926433,2.5387292998569686
2007-01-24 15:00:00,1.782287381564739,1.7787680370990209,2.417638848201819
2007-01-25 15:00:00,1.782287381564739,1.7208970289211531,2.4962950836621767
2007-01-26 15:00:00,1.782287381564739,1.6839814191714078,2.5498440488704275
2007-01-29 15:00:00,1.782287381564739,1.7029471219155392,2.521126639210074
2007-01-30 15:00:00,1.782287381564739,1.8084388549630777,2.364951491444225
2007-01-31 15:00:00,1.782287381564739,1.7776833834551493,2.4051713739208322
2007-02-01 15:00:00,1.782287381564739,1.862648229118428,2.290215574434351
2007-02-02 15:00:00,1.782287381564739,1.894343248212367,2.2512450242111943
